f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4"
204,10794,61680,65280,0,4,0,0,3,-2,0,0,-2,-2,2,0,-3,-1,-1,1
206,10794,61680,65280,1,4,0,0,2,-2,0,0,-1,-2,2,0,-3,-1,-1,1
34,10794,61680,65280,1,4,0,0,-1,-2,0,0,0,-2,2,0,-3,-1,-1,1
170,10794,61680,65280,1,4,0,0,0,-2,0,0,0,-2,2,0,-3,-1,-1,1
174,10794,61680,65280,2,4,0,0,1,-2,0,0,-1,-2,2,0,-3,-1,-1,1
238,10794,61680,65280,2,4,0,0,1,-2,0,0,0,-2,2,0,-3,-1,-1,1
238,2570,61680,65280,2,2,0,0,1,0,0,0,0,-2,2,0,-3,-1,-1,1
238,2574,61680,65280,2,2,0,0,1,1,0,0,0,-3,2,0,-3,-1,-1,1
238,2602,61680,65280,2,4,0,0,1,-1,0,0,0,-3,2,0,-3,-1,-1,1
204,2602,61680,65280,0,4,0,0,3,-1,0,0,0,-3,2,0,-3,-1,-1,1
206,2602,61680,65280,1,4,0,0,2,-1,0,0,-1,-3,2,0,-3,-1,-1,1
174,2602,61680,65280,2,4,0,0,1,-1,0,0,-1,-3,2,0,-3,-1,-1,1
1036,2602,61680,65280,-1,4,0,0,4,-1,0,0,-4,-3,2,0,-3,-1,-1,1
1036,682,61680,65280,-1,3,0,0,4,-1,0,0,-4,-1,2,0,-3,-2,-1,1
1036,170,61680,65280,-1,2,0,0,4,0,0,0,-4,-1,2,0,-3,-2,-1,1
1036,174,61680,65280,-1,2,0,0,4,1,0,0,-4,-1,2,0,-3,-3,-1,1
1036,238,61680,65280,-1,2,0,0,4,1,0,0,-4,0,2,0,-3,-3,-1,1
1036,206,61680,65280,-1,1,0,0,4,2,0,0,-4,-1,2,0,-3,-3,-1,1
3278,206,61680,65280,1,1,0,0,3,2,0,0,-2,-1,2,0,-2,-3,-1,1
3276,206,61680,65280,0,1,0,0,4,2,0,0,-2,-1,2,0,-2,-3,-1,1
3084,206,61680,65280,0,1,0,0,4,2,0,0,-4,-1,2,0,-2,-3,-1,1
3084,68,61680,65280,0,-2,0,0,4,2,0,0,-4,0,2,0,-2,-3,-1,1
3084,76,61680,65280,0,-1,0,0,4,2,0,0,-4,-1,2,0,-2,-3,-1,1
3084,204,61680,65280,0,0,0,0,4,2,0,0,-4,-1,2,0,-2,-3,-1,1
3084,174,61680,65280,0,2,0,0,4,1,0,0,-4,-1,2,0,-2,-3,-1,1
3598,174,61680,65280,1,2,0,0,3,1,0,0,-4,-1,2,0,0,-3,-1,1
3278,174,61680,65280,1,2,0,0,3,1,0,0,-2,-1,2,0,-2,-3,-1,1
3276,174,61680,65280,0,2,0,0,3,1,0,0,-2,-1,2,0,-2,-3,-1,1
2574,174,61680,65280,2,2,0,0,1,1,0,0,-3,-1,2,0,-1,-3,-1,1
2570,174,61680,65280,2,2,0,0,0,1,0,0,-3,-1,2,0,-1,-3,-1,1
2602,174,61680,65280,4,2,0,0,-2,1,0,0,-3,-1,2,0,-1,-3,-1,1
2734,174,61680,65280,3,2,0,0,1,1,0,0,-2,-1,2,0,-2,-3,-1,1
2730,174,61680,65280,3,2,0,0,0,1,0,0,-2,-1,2,0,-2,-3,-1,1
52974,174,61680,65280,2,2,0,0,3,1,0,0,-1,-1,2,0,-1,-3,-1,1
52942,174,61680,65280,2,2,0,0,3,1,0,0,-2,-1,2,0,0,-3,-1,1
44782,174,61680,65280,4,2,0,0,3,1,0,0,-2,-1,2,0,-1,-3,-1,1
44718,174,61680,65280,4,2,0,0,2,1,0,0,-2,-1,2,0,-1,-3,-1,1
10922,174,61680,65280,4,2,0,0,-1,1,0,0,-2,-1,2,0,-1,-3,-1,1
10794,174,61680,65280,4,2,0,0,-2,1,0,0,-2,-1,2,0,-1,-3,-1,1
19532,174,61680,65280,-2,2,0,0,4,1,0,0,-2,-1,2,0,-1,-3,-1,1
19660,174,61680,65280,-1,2,0,0,4,1,0,0,-2,-1,2,0,-1,-3,-1,1
522,174,61680,65280,4,2,0,0,-1,1,0,0,-4,-1,2,0,-3,-3,-1,1
514,174,61680,65280,4,2,0,0,-4,1,0,0,-4,-1,2,0,-3,-3,-1,1
682,174,61680,65280,4,2,0,0,-1,1,0,0,-2,-1,2,0,-3,-3,-1,1
1028,174,61680,65280,-4,2,0,0,4,1,0,0,-4,-1,2,0,-3,-3,-1,1
3276,76,61680,65280,-1,-1,0,0,4,2,0,0,-2,-1,2,0,-2,-3,-1,1
3276,42,61680,65280,-1,2,0,0,4,-1,0,0,-2,-1,2,0,-2,-3,-1,1
3276,522,61680,65280,-1,2,0,0,4,-1,0,0,-2,-2,2,0,-2,-1,-1,1
3278,522,61680,65280,1,2,0,0,4,-1,0,0,-2,-2,2,0,-3,-1,-1,1
52462,522,61680,65280,2,2,0,0,4,-1,0,0,-1,-2,2,0,-2,-1,-1,1
52462,2570,61680,65280,2,2,0,0,4,-1,0,0,-1,-2,2,0,-2,0,-1,1
52462,2574,61680,65280,2,2,0,0,4,1,0,0,-1,-3,2,0,-2,-1,-1,1
52462,3084,61680,65280,2,0,0,0,4,2,0,0,-1,-2,2,0,-2,-1,-1,1
52462,3086,61680,65280,2,1,0,0,4,2,0,0,-1,-3,2,0,-2,-1,-1,1
52462,3148,61680,65280,2,-1,0,0,4,3,0,0,-1,-2,2,0,-2,-1,-1,1
52462,3278,61680,65280,2,1,0,0,4,3,0,0,-1,-2,2,0,-2,-2,-1,1
52462,2602,61680,65280,2,3,0,0,4,-1,0,0,-1,-2,2,0,-2,-1,-1,1
52462,1100,61680,65280,2,-1,0,0,4,2,0,0,-1,-1,2,0,-2,-1,-1,1
3278,3084,61680,65280,1,0,0,0,4,2,0,0,-2,-2,2,0,-3,-1,-1,1
17612,3084,61680,65280,-2,0,0,0,4,2,0,0,-1,-2,2,0,-2,-1,-1,1
17612,3086,61680,65280,-2,1,0,0,4,2,0,0,-1,-3,2,0,-2,-1,-1,1
17612,3278,61680,65280,-2,1,0,0,4,4,0,0,-1,-3,2,0,-2,-2,-1,1
1036,3278,61680,65280,-2,1,0,0,4,4,0,0,-4,-3,2,0,-2,-2,-1,1
8874,3278,61680,65280,2,1,0,0,-1,4,0,0,0,-3,2,0,-1,-2,-1,1
10794,3278,61680,65280,3,1,0,0,-2,4,0,0,-1,-3,2,0,0,-2,-1,1
10922,3086,61680,65280,3,1,0,0,-1,3,0,0,-1,-4,2,0,-1,-2,-1,1
8874,3086,61680,65280,2,1,0,0,-1,3,0,0,0,-4,2,0,-1,-2,-1,1
8874,3084,61680,65280,2,0,0,0,-1,3,0,0,0,-4,2,0,-1,-2,-1,1
3278,3086,61680,65280,2,1,0,0,4,3,0,0,-3,-4,2,0,-3,-2,-1,1
3084,3278,61680,65280,0,1,0,0,4,4,0,0,-4,-3,2,0,-3,-2,-1,1
3598,3278,61680,65280,2,1,0,0,2,4,0,0,-4,-3,2,0,-1,-2,-1,1
2570,3278,61680,65280,4,1,0,0,0,4,0,0,-4,-3,2,0,-1,-2,-1,1
2574,3278,61680,65280,3,1,0,0,1,4,0,0,-4,-3,2,0,-1,-2,-1,1
2574,44782,61680,65280,3,4,0,0,1,3,0,0,-4,-1,2,0,-1,-2,-1,1
2574,43758,61680,65280,3,4,0,0,1,2,0,0,-4,-1,2,0,-1,-2,-1,1
2570,43758,61680,65280,4,4,0,0,0,2,0,0,-4,-1,2,0,-1,-2,-1,1
3278,43758,61680,65280,1,4,0,0,3,2,0,0,-2,-1,2,0,-2,-2,-1,1
3278,2602,61680,65280,1,3,0,0,3,-1,0,0,-2,-2,2,0,-2,-1,-1,1
3278,2574,61680,65280,1,2,0,0,3,1,0,0,-2,-3,2,0,-2,-1,-1,1
3278,2570,61680,65280,1,3,0,0,3,0,0,0,-2,-3,2,0,-2,-1,-1,1
3278,682,61680,65280,1,3,0,0,3,-1,0,0,-2,-1,2,0,-2,-2,-1,1
3278,238,61680,65280,1,2,0,0,3,1,0,0,-2,0,2,0,-2,-3,-1,1
3278,204,61680,65280,1,0,0,0,3,1,0,0,-2,0,2,0,-2,-3,-1,1
3278,76,61680,65280,1,-1,0,0,3,2,0,0,-2,-1,2,0,-2,-3,-1,1
3278,1228,61680,65280,1,-1,0,0,3,3,0,0,-2,-1,2,0,-2,-2,-1,1
3278,17612,61680,65280,1,-2,0,0,3,4,0,0,-2,-1,2,0,-2,-2,-1,1
3084,17612,61680,65280,0,-2,0,0,2,4,0,0,-2,-1,2,0,-1,-2,-1,1
3598,17612,61680,65280,2,-2,0,0,2,4,0,0,-4,-1,2,0,-1,-2,-1,1
2574,17612,61680,65280,2,-2,0,0,1,4,0,0,-4,-1,2,0,-1,-2,-1,1
2570,17612,61680,65280,2,-2,0,0,0,4,0,0,-4,-1,2,0,-1,-2,-1,1
10794,17612,61680,65280,2,-2,0,0,-1,4,0,0,-1,-1,2,0,0,-2,-1,1
52942,17612,61680,65280,1,-2,0,0,2,4,0,0,-1,-1,2,0,0,-2,-1,1
19532,17612,61680,65280,-1,-2,0,0,2,4,0,0,-1,-1,2,0,0,-2,-1,1
19532,682,61680,65280,-1,3,0,0,2,-1,0,0,-1,-1,2,0,0,-2,-1,1
52430,682,61680,65280,1,3,0,0,3,-1,0,0,-1,-1,2,0,-1,-2,-1,1
52942,682,61680,65280,1,3,0,0,3,-1,0,0,-1,-1,2,0,0,-2,-1,1
17484,682,61680,65280,-2,3,0,0,3,-1,0,0,-1,-1,2,0,-1,-2,-1,1
17612,522,61680,65280,-2,2,0,0,3,-1,0,0,0,-2,2,0,-1,-1,-1,1
19532,76,61680,65280,-2,-1,0,0,3,2,0,0,-1,-1,2,0,0,-2,-1,1
52942,76,61680,65280,1,-1,0,0,3,2,0,0,-1,-1,2,0,0,-2,-1,1
52974,76,61680,65280,2,-1,0,0,3,2,0,0,-1,-1,2,0,-1,-2,-1,1
3598,76,61680,65280,2,-1,0,0,2,2,0,0,-4,-1,2,0,-1,-2,-1,1
2574,76,61680,65280,2,-1,0,0,1,2,0,0,-4,-1,2,0,-1,-2,-1,1
2574,682,61680,65280,2,3,0,0,1,-1,0,0,-4,-1,2,0,-1,-2,-1,1
3084,682,61680,65280,0,3,0,0,1,-1,0,0,-4,-1,2,0,0,-2,-1,1
3598,682,61680,65280,1,3,0,0,1,-1,0,0,-4,-1,2,0,0,-2,-1,1
2570,682,61680,65280,1,3,0,0,0,-1,0,0,-4,-1,2,0,0,-2,-1,1
2570,76,61680,65280,1,-1,0,0,0,2,0,0,-4,-1,2,0,0,-2,-1,1
2570,204,61680,65280,1,0,0,0,0,2,0,0,-4,-1,2,0,0,-2,-1,1
2570,206,61680,65280,1,1,0,0,0,2,0,0,-4,-1,2,0,0,-3,-1,1
2574,206,61680,65280,2,1,0,0,1,2,0,0,-4,-1,2,0,-1,-3,-1,1
3598,206,61680,65280,2,1,0,0,1,2,0,0,-4,-1,2,0,0,-3,-1,1
10794,206,61680,65280,2,1,0,0,-1,2,0,0,-1,-1,2,0,0,-3,-1,1
10922,206,61680,65280,3,1,0,0,-1,2,0,0,-1,-1,2,0,-1,-3,-1,1
10794,204,61680,65280,3,0,0,0,-2,2,0,0,-1,-1,2,0,0,-3,-1,1
10794,76,61680,65280,3,-1,0,0,-2,2,0,0,-1,-1,2,0,0,-3,-1,1
10922,76,61680,65280,3,-1,0,0,-1,2,0,0,-1,-1,2,0,-1,-3,-1,1
10794,1100,61680,65280,3,-1,0,0,-2,2,0,0,-1,-1,2,0,0,-1,-1,1
8874,1100,61680,65280,3,-1,0,0,-2,2,0,0,0,-1,2,0,-1,-1,-1,1
8746,1228,61680,65280,4,-1,0,0,-3,3,0,0,-1,-1,2,0,-1,-2,-1,1
10794,1228,61680,65280,4,-1,0,0,-3,3,0,0,-1,-1,2,0,0,-2,-1,1
8746,2602,61680,65280,4,3,0,0,-3,-1,0,0,-1,-2,2,0,-1,-1,-1,1
8874,2602,61680,65280,4,3,0,0,-3,-1,0,0,0,-2,2,0,-1,-1,-1,1
8874,2574,61680,65280,4,3,0,0,-3,1,0,0,0,-4,2,0,-1,-1,-1,1
10922,2574,61680,65280,4,3,0,0,-2,1,0,0,-1,-4,2,0,-1,-1,-1,1
2574,2602,61680,65280,3,4,0,0,1,-1,0,0,-4,-3,2,0,-1,-1,-1,1
2574,3276,61680,65280,3,0,0,0,1,3,0,0,-4,-2,2,0,-1,-1,-1,1
1036,3276,61680,65280,-1,0,0,0,2,3,0,0,-4,-2,2,0,-1,-1,-1,1
1036,1228,61680,65280,-1,-1,0,0,2,3,0,0,-4,-1,2,0,-1,-2,-1,1
1036,1100,61680,65280,-1,-2,0,0,2,3,0,0,-4,-1,2,0,-1,-2,-1,1
1036,1092,61680,65280,-1,-3,0,0,2,3,0,0,-4,-1,2,0,-1,-2,-1,1
1036,76,61680,65280,-1,-2,0,0,2,3,0,0,-4,-1,2,0,-1,-3,-1,1
1036,204,61680,65280,-1,-1,0,0,2,3,0,0,-4,-1,2,0,-1,-3,-1,1
3598,204,61680,65280,1,-1,0,0,2,3,0,0,-4,-1,2,0,0,-3,-1,1
52974,206,61680,65280,2,1,0,0,3,2,0,0,-1,-1,2,0,-1,-3,-1,1
19532,206,61680,65280,-2,1,0,0,3,2,0,0,-1,-1,2,0,0,-3,-1,1
19532,204,61680,65280,-2,0,0,0,3,2,0,0,-1,-1,2,0,0,-3,-1,1
19532,1228,61680,65280,-2,-1,0,0,3,3,0,0,-1,-1,2,0,0,-2,-1,1
19532,1100,61680,65280,-2,-2,0,0,3,3,0,0,-1,-1,2,0,0,-2,-1,1
19532,3278,61680,65280,-2,1,0,0,3,3,0,0,-1,-2,2,0,0,-2,-1,1
52430,2602,61680,65280,1,3,0,0,3,-1,0,0,-1,-2,2,0,-1,-1,-1,1
52974,2574,61680,65280,2,2,0,0,3,1,0,0,-1,-3,2,0,-1,-1,-1,1
17612,2574,61680,65280,-2,2,0,0,4,1,0,0,-1,-3,2,0,-2,-1,-1,1
17612,2602,61680,65280,-2,4,0,0,4,-1,0,0,-1,-3,2,0,-2,-1,-1,1
17484,2602,61680,65280,-3,4,0,0,4,-1,0,0,-1,-3,2,0,-2,-1,-1,1
17612,1100,61680,65280,-2,-2,0,0,4,3,0,0,-1,-2,2,0,-2,-1,-1,1
3598,1100,61680,65280,1,-2,0,0,3,3,0,0,-4,-2,2,0,0,-1,-1,1
3598,1228,61680,65280,1,-1,0,0,3,3,0,0,-4,-1,2,0,0,-2,-1,1
52430,1228,61680,65280,1,-1,0,0,3,3,0,0,-1,-1,2,0,-1,-2,-1,1
17484,1228,61680,65280,-2,-1,0,0,3,3,0,0,-1,-1,2,0,-1,-2,-1,1
10794,43758,61680,65280,2,4,0,0,-1,2,0,0,-1,-1,2,0,0,-2,-1,1
52974,3086,61680,65280,2,1,0,0,3,3,0,0,-1,-4,2,0,-1,-2,-1,1
2574,1100,61680,65280,2,-1,0,0,1,3,0,0,-3,-2,2,0,-1,-2,-1,1
2574,1092,61680,65280,2,-3,0,0,1,3,0,0,-3,-1,2,0,-1,-2,-1,1
2574,1228,61680,65280,2,-1,0,0,1,3,0,0,-3,-1,2,0,-1,-2,-1,1
2574,204,61680,65280,2,-1,0,0,1,3,0,0,-3,-1,2,0,-1,-3,-1,1
3084,1228,61680,65280,-2,-1,0,0,3,3,0,0,-3,-1,2,0,0,-2,-1,1
3084,1100,61680,65280,-2,-2,0,0,3,3,0,0,-3,-1,2,0,0,-2,-1,1
2570,1100,61680,65280,1,-2,0,0,0,3,0,0,-3,-1,2,0,0,-2,-1,1
2570,1228,61680,65280,1,-1,0,0,0,3,0,0,-3,-1,2,0,0,-2,-1,1
8746,682,61680,65280,4,3,0,0,-3,-1,0,0,-2,-1,2,0,-1,-2,-1,1
10794,682,61680,65280,4,3,0,0,-2,-1,0,0,-2,-1,2,0,-1,-2,-1,1
10794,238,61680,65280,4,1,0,0,-2,2,0,0,-2,0,2,0,-1,-3,-1,1
3598,238,61680,65280,3,1,0,0,1,2,0,0,-4,0,2,0,0,-3,-1,1
19532,238,61680,65280,-1,1,0,0,2,2,0,0,-1,0,2,0,0,-3,-1,1
2574,238,61680,65280,3,1,0,0,1,2,0,0,-4,0,2,0,-1,-3,-1,1
3084,238,61680,65280,0,1,0,0,1,2,0,0,-1,0,2,0,0,-3,-1,1
2570,238,61680,65280,3,1,0,0,-1,2,0,0,-4,0,2,0,0,-3,-1,1
52942,1228,61680,65280,1,-1,0,0,2,3,0,0,-1,-1,2,0,0,-2,-1,1
